         109783736 function calls (109754647 primitive calls) in 43.167 seconds

   Ordered by: cumulative time
   List reduced from 577 to 150 due to restriction <150>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000   43.169   43.169 threading.py:1117(join)
        1    0.000    0.000   43.168   43.168 threading.py:1155(_wait_for_tstate_lock)
      8/6    0.000    0.000   43.168    7.195 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000   43.168   43.168 threading.py:1018(_bootstrap)
        1    0.000    0.000   43.168   43.168 threading.py:1058(_bootstrap_inner)
        1    0.003    0.003   42.321   42.321 Training.py:231(_start_training)
      700    0.005    0.000   39.984    0.057 dataloader.py:728(__next__)
      700    0.001    0.000   39.945    0.057 dataloader.py:787(_next_data)
      600    0.004    0.000   39.940    0.067 fetch.py:47(fetch)
      600    0.035    0.000   39.936    0.067 node_loader.py:143(collate_fn)
   990548    0.600    0.000   35.666    0.000 result.py:392(__iter__)
   999348    0.248    0.000   32.650    0.000 _common.py:191(inner)
   992848    0.553    0.000   32.093    0.000 _bolt.py:849(fetch_message)
      100    0.016    0.000   30.245    0.302 evaluate.py:9(evaluate)
      600    0.004    0.000   26.146    0.044 node_loader.py:154(filter_fn)
      600    0.006    0.000   26.119    0.044 utils.py:209(filter_custom_store)
      600    0.002    0.000   26.077    0.043 feature_store.py:344(multi_get_tensor)
      600    0.051    0.000   26.032    0.043 feature_store.py:337(_multi_get_tensor)
     1200    0.395    0.000   25.981    0.022 Neo4jAbstractFS.py:36(_get_tensor)
   992848    0.681    0.000   25.846    0.000 _common.py:76(pop)
     1200    0.481    0.000   25.050    0.021 Neo4jAbstractFS.py:72(_get_value_from_db)
   992848    0.640    0.000   22.611    0.000 _common.py:47(_buffer_one_chunk)
  1985696    1.279    0.000   21.688    0.000 _common.py:334(receive_into_buffer)
  1985696    0.615    0.000   20.099    0.000 _bolt_socket.py:460(recv_into)
  1985696    0.677    0.000   19.353    0.000 _bolt_socket.py:389(_wait_for_read)
  1987996    0.746    0.000   18.711    0.000 _bolt_socket.py:409(_wait_for_io)
  1985696   16.653    0.000   16.653    0.000 {method 'recv_into' of '_socket.socket' objects}
      600    0.136    0.000   13.745    0.023 Neo4jSampler.py:148(sample_from_nodes)
      600    0.006    0.000   13.494    0.022 Neo4jAbstractGS.py:118(fetch_ordered_subgraph)
      100    0.009    0.000   12.072    0.121 Training.py:166(_run_epoch)
