         194043303 function calls (194012390 primitive calls) in 55.234 seconds

   Ordered by: cumulative time
   List reduced from 588 to 150 due to restriction <150>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000   55.236   55.236 threading.py:1117(join)
        1    0.000    0.000   55.235   55.235 threading.py:1155(_wait_for_tstate_lock)
      8/6    0.000    0.000   55.235    9.206 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000   55.235   55.235 threading.py:1018(_bootstrap)
        1    0.000    0.000   55.235   55.235 threading.py:1058(_bootstrap_inner)
        1    0.002    0.002   54.954   54.954 Training.py:231(_start_training)
      700    0.004    0.000   52.637    0.075 dataloader.py:728(__next__)
      700    0.001    0.000   52.604    0.075 dataloader.py:787(_next_data)
      600    0.004    0.000   52.600    0.088 fetch.py:47(fetch)
      600    0.003    0.000   52.596    0.088 node_loader.py:143(collate_fn)
  1810202    1.019    0.000   45.481    0.000 result.py:392(__iter__)
  1819602    0.421    0.000   40.648    0.000 _common.py:191(inner)
  1811902    0.941    0.000   39.958    0.000 _bolt.py:849(fetch_message)
      100    0.013    0.000   36.844    0.368 evaluate.py:9(evaluate)
  1811902    1.177    0.000   29.229    0.000 _common.py:76(pop)
      600    0.001    0.000   27.295    0.045 OldNeighborSampler.py:144(sample_from_nodes)
      600    0.024    0.000   27.293    0.045 _utils.py:40(build_sampler_output)
      600    0.322    0.001   27.250    0.045 Neo4jAbstractGS.py:84(sample_from_nodes)
      600    0.004    0.000   25.288    0.042 node_loader.py:154(filter_fn)
      600    0.005    0.000   25.264    0.042 utils.py:209(filter_custom_store)
      600    0.002    0.000   25.231    0.042 feature_store.py:344(multi_get_tensor)
      600    0.035    0.000   25.192    0.042 feature_store.py:337(_multi_get_tensor)
     1200    0.304    0.000   25.157    0.021 Neo4jAbstractFS.py:36(_get_tensor)
     1200    0.445    0.000   24.490    0.020 Neo4jAbstractFS.py:72(_get_value_from_db)
  1811902    1.112    0.000   24.178    0.000 _common.py:47(_buffer_one_chunk)
  3623804    2.174    0.000   22.577    0.000 _common.py:334(receive_into_buffer)
  3623806    1.093    0.000   19.851    0.000 _bolt_socket.py:460(recv_into)
