         23840326 function calls (23780935 primitive calls) in 503.614 seconds

   Ordered by: cumulative time
   List reduced from 728 to 150 due to restriction <150>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
12004/447   55.010    0.005  698.103    1.562 {method 'acquire' of '_thread.lock' objects}
 2999/112    0.014    0.000  516.869    4.615 threading.py:637(wait)
        3    0.000    0.000  507.279  169.093 threading.py:1117(join)
        3    0.000    0.000  507.230  169.077 threading.py:1155(_wait_for_tstate_lock)
      3/1    0.000    0.000  503.572  503.572 threading.py:1018(_bootstrap)
      3/1    0.000    0.000  503.572  503.572 threading.py:1058(_bootstrap_inner)
      3/1    0.000    0.000  503.572  503.572 threading.py:1001(run)
      702    0.005    0.000  458.103    0.653 dataloader.py:787(_next_data)
      700    0.017    0.000  458.078    0.654 fetch.py:47(fetch)
      700    0.027    0.000  458.058    0.654 node_loader.py:143(collate_fn)
      702    0.015    0.000  457.669    0.652 dataloader.py:728(__next__)
      700    0.016    0.000  448.563    0.641 node_loader.py:154(filter_fn)
      700    0.021    0.000  437.828    0.625 utils.py:209(filter_custom_store)
      700    0.347    0.000  423.699    0.605 feature_store.py:344(multi_get_tensor)
      700   22.215    0.032  423.273    0.605 Neo4jFS.py:136(_multi_get_tensor)
      700   18.218    0.026  403.837    0.577 Neo4jPreAggFeatureStore.py:112(_get_both_from_db)
    22206    0.027    0.000  402.799    0.018 _common.py:191(inner)
    18000    0.042    0.000  400.534    0.022 _bolt.py:849(fetch_message)
    16598    0.031    0.000  397.025    0.024 result.py:392(__iter__)
    18000    0.045    0.000  396.984    0.022 _common.py:76(pop)
      700    0.692    0.001  395.170    0.565 Neo4jPreAggFeatureStore.py:215(_fetch_sampled_gcnnorm_bundle)
   491405    0.716    0.000  386.365    0.001 _common.py:334(receive_into_buffer)
   492273    0.300    0.000  385.456    0.001 _bolt_socket.py:460(recv_into)
    18000    0.311    0.000  383.877    0.021 _common.py:47(_buffer_one_chunk)
   492273    0.388    0.000  330.458    0.001 _bolt_socket.py:389(_wait_for_read)
   493675    0.330    0.000  330.137    0.001 _bolt_socket.py:409(_wait_for_io)
