Event,Time,Value
program_start,148635.721181625,1
sampling_backend,148635.722591541,pyg-lib
nbr_training_datapoints,148635.72294075,140
epoch_start,148637.185794041,1
cpu_utilization_percentage,148637.202199375,99.9
ram_usage_mb,148637.202206625,592.3125
start_batch_fetch,148637.202256208,1
end_batch_fetch,148637.203174291,1
batch_nbr_nodes_total,148637.203187125,297
batch_nbr_edges_total,148637.203193875,469
batch_nbr_seed_nodes,148637.203202333,30
start_batch_processing,148637.203205,1
batch_train_loss,148637.204532333,1.9732075929641724
end_batch_processing,148637.205690625,1
start_batch_fetch,148637.205696958,1
end_batch_fetch,148637.2064365,1
batch_nbr_nodes_total,148637.206454375,388
batch_nbr_edges_total,148637.206464083,609
batch_nbr_seed_nodes,148637.206471333,30
start_batch_processing,148637.206478833,1
batch_train_loss,148637.207928625,1.9445439577102661
end_batch_processing,148637.209116083,1
start_batch_fetch,148637.209121833,1
end_batch_fetch,148637.209771,1
batch_nbr_nodes_total,148637.209783333,347
batch_nbr_edges_total,148637.209788583,576
batch_nbr_seed_nodes,148637.209795208,30
start_batch_processing,148637.209797708,1
batch_train_loss,148637.210903166,1.9252707958221436
end_batch_processing,148637.211768708,1
start_batch_fetch,148637.211772083,1
end_batch_fetch,148637.212245791,1
batch_nbr_nodes_total,148637.212254541,381
batch_nbr_edges_total,148637.212259041,618
batch_nbr_seed_nodes,148637.212264583,30
start_batch_processing,148637.212267,1
batch_train_loss,148637.213206875,1.944443941116333
end_batch_processing,148637.214007041,1
epoch_end,148637.214018166,1
start_validation_accuracy,148637.214020333,1
validation_accuracy,148637.221475958,0.14600000461395524
validation_loss,148637.221480583,1.9443604946136475
end_validation_accuracy,148637.221483333,1
start_saving_weights,148637.221485625,1
end_saving_weights,148637.221488541,1
epoch_start,148637.22149375,1
start_batch_fetch,148637.221533916,1
end_batch_fetch,148637.221940875,1
batch_nbr_nodes_total,148637.221948458,293
batch_nbr_edges_total,148637.221952708,469
batch_nbr_seed_nodes,148637.22195875,30
start_batch_processing,148637.221960958,1
batch_train_loss,148637.222885708,1.9422022104263306
end_batch_processing,148637.223959875,1
start_batch_fetch,148637.223964625,1
end_batch_fetch,148637.224538833,1
batch_nbr_nodes_total,148637.224546833,396
batch_nbr_edges_total,148637.224556083,608
batch_nbr_seed_nodes,148637.224561958,30
start_batch_processing,148637.224563916,1
batch_train_loss,148637.225724291,1.9226188659667969
end_batch_processing,148637.226574958,1
start_batch_fetch,148637.226578083,1
end_batch_fetch,148637.227043583,1
batch_nbr_nodes_total,148637.227050625,347
batch_nbr_edges_total,148637.227055333,572
batch_nbr_seed_nodes,148637.227061625,30
start_batch_processing,148637.227064416,1
batch_train_loss,148637.227832958,1.8970370292663574
end_batch_processing,148637.228433541,1
start_batch_fetch,148637.228438041,1
end_batch_fetch,148637.228875291,1
batch_nbr_nodes_total,148637.228881,379
batch_nbr_edges_total,148637.228884916,623
batch_nbr_seed_nodes,148637.228890166,30
start_batch_processing,148637.228892291,1
batch_train_loss,148637.229587583,1.930295467376709
end_batch_processing,148637.230261083,1
epoch_end,148637.230269875,1
start_validation_accuracy,148637.23027175,1
validation_accuracy,148637.237305833,0.1860000058611641
validation_loss,148637.2373115,1.9348883628845215
end_validation_accuracy,148637.237313958,1
start_saving_weights,148637.237316125,1
end_saving_weights,148637.2373185,1
epoch_start,148637.237322791,1
start_batch_fetch,148637.237363208,1
end_batch_fetch,148637.237806875,1
batch_nbr_nodes_total,148637.237813166,298
batch_nbr_edges_total,148637.237816625,469
batch_nbr_seed_nodes,148637.237821166,30
start_batch_processing,148637.237822708,1
batch_train_loss,148637.238530416,1.9184874296188354
end_batch_processing,148637.23915475,1
start_batch_fetch,148637.23915775,1
end_batch_fetch,148637.239563833,1
batch_nbr_nodes_total,148637.239568333,391
batch_nbr_edges_total,148637.239571708,609
batch_nbr_seed_nodes,148637.239576416,30
start_batch_processing,148637.239578166,1
batch_train_loss,148637.24031575,1.9018129110336304
end_batch_processing,148637.241277791,1
start_batch_fetch,148637.241281833,1
end_batch_fetch,148637.241912541,1
batch_nbr_nodes_total,148637.241919333,342
batch_nbr_edges_total,148637.241922625,577
batch_nbr_seed_nodes,148637.24192725,30
start_batch_processing,148637.241932375,1
batch_train_loss,148637.242775208,1.8672162294387817
end_batch_processing,148637.243477458,1
start_batch_fetch,148637.243479916,1
end_batch_fetch,148637.244044916,1
batch_nbr_nodes_total,148637.244051875,373
batch_nbr_edges_total,148637.244055833,621
batch_nbr_seed_nodes,148637.244063708,30
start_batch_processing,148637.2440655,1
batch_train_loss,148637.24528625,1.9148269891738892
end_batch_processing,148637.246069666,1
epoch_end,148637.246082541,1
start_validation_accuracy,148637.246084166,1
validation_accuracy,148637.251932833,0.20800000654350292
validation_loss,148637.251936791,1.9250891208648682
end_validation_accuracy,148637.251939,1
start_saving_weights,148637.251941166,1
end_saving_weights,148637.251943208,1
epoch_start,148637.25194675,1
