Event,Time,Value
program_start,83891.185336791,1
nbr_training_datapoints,83891.209735208,140
epoch_start,83892.21699075,1
start_batch_fetch,83892.223010166,1
cpu_utilization_percentage,83892.227592708,100.8
ram_usage_mb,83892.227596416,427.375
cache_hit,83892.290936125,0
cache_miss,83892.290942291,1164
remote_feature_fetch,83892.290944333,1
remote_feature_recieved,83892.327066666,1
cache_hit,83892.328272958,0
cache_miss,83892.328275541,1164
remote_feature_fetch,83892.328276916,1
remote_feature_recieved,83892.359097666,1
end_batch_fetch,83892.359373666,1
batch_nbr_nodes_total,83892.359380041,1164
batch_nbr_edges_total,83892.359383875,2147
batch_nbr_seed_nodes,83892.359388708,140
start_batch_processing,83892.359390208,1
batch_train_loss,83892.362209541,1.9557065963745117
end_batch_processing,83892.377440166,1
epoch_end,83892.37745475,1
start_validation_accuracy,83892.377456583,1
cache_hit,83892.4757495,0
cache_miss,83892.475752291,1534
remote_feature_fetch,83892.475754041,1
remote_feature_recieved,83892.523486541,1
cache_hit,83892.524781541,0
cache_miss,83892.524783625,1534
remote_feature_fetch,83892.524784875,1
remote_feature_recieved,83892.565065833,1
cache_hit,83892.658595625,0
cache_miss,83892.658600375,1606
remote_feature_fetch,83892.658601958,1
remote_feature_recieved,83892.706737333,1
cache_hit,83892.708186958,0
cache_miss,83892.708189916,1606
remote_feature_fetch,83892.70819125,1
remote_feature_recieved,83892.749958875,1
validation_accuracy,83892.752302666,0.1356275299199833
validation_loss,83892.752305666,1.9631779193878174
end_validation_accuracy,83892.7523075,1
start_saving_weights,83892.752309291,1
end_saving_weights,83892.752312291,1
epoch_start,83892.752317541,1
start_batch_fetch,83892.752355416,1
cache_hit,83892.813211,0
cache_miss,83892.813215916,1149
remote_feature_fetch,83892.813217416,1
remote_feature_recieved,83892.848264125,1
cache_hit,83892.848971916,0
cache_miss,83892.848974125,1149
remote_feature_fetch,83892.848975458,1
remote_feature_recieved,83892.878453833,1
end_batch_fetch,83892.878606458,1
batch_nbr_nodes_total,83892.878611791,1149
batch_nbr_edges_total,83892.878614666,2105
batch_nbr_seed_nodes,83892.878618958,140
start_batch_processing,83892.878620416,1
batch_train_loss,83892.880521333,1.8838074207305908
end_batch_processing,83892.882300583,1
epoch_end,83892.882311166,1
start_validation_accuracy,83892.882312625,1
cache_hit,83892.979662166,0
cache_miss,83892.979666208,1543
remote_feature_fetch,83892.979667833,1
remote_feature_recieved,83893.024834958,1
cache_hit,83893.0258225,0
cache_miss,83893.025825458,1543
remote_feature_fetch,83893.025827041,1
remote_feature_recieved,83893.065891541,1
cache_hit,83893.156890333,0
cache_miss,83893.156894458,1626
remote_feature_fetch,83893.156896,1
remote_feature_recieved,83893.204838666,1
cache_hit,83893.206266208,0
cache_miss,83893.206268458,1626
remote_feature_fetch,83893.206269666,1
cpu_utilization_percentage,83893.241782125,84.4
ram_usage_mb,83893.241785291,479.75
remote_feature_recieved,83893.255301,1
validation_accuracy,83893.2576785,0.16396761095005924
validation_loss,83893.257683041,1.9425084590911865
end_validation_accuracy,83893.257685583,1
start_saving_weights,83893.257687708,1
end_saving_weights,83893.257689583,1
epoch_start,83893.257693458,1
start_batch_fetch,83893.257727666,1
cache_hit,83893.320010083,0
cache_miss,83893.320014166,1180
remote_feature_fetch,83893.320015958,1
remote_feature_recieved,83893.355726875,1
cache_hit,83893.356423958,0
cache_miss,83893.356426208,1180
remote_feature_fetch,83893.356427958,1
remote_feature_recieved,83893.386437541,1
end_batch_fetch,83893.386591583,1
batch_nbr_nodes_total,83893.386596708,1180
batch_nbr_edges_total,83893.386599416,2156
batch_nbr_seed_nodes,83893.386603333,140
start_batch_processing,83893.386604666,1
batch_train_loss,83893.38838275,1.7981514930725098
end_batch_processing,83893.390187208,1
epoch_end,83893.390201625,1
start_validation_accuracy,83893.390202916,1
cache_hit,83893.488293833,0
cache_miss,83893.488296458,1530
remote_feature_fetch,83893.488297833,1
remote_feature_recieved,83893.533616166,1
cache_hit,83893.534575041,0
cache_miss,83893.534578291,1530
remote_feature_fetch,83893.53457975,1
remote_feature_recieved,83893.573415083,1
cache_hit,83893.664101958,0
cache_miss,83893.664105291,1607
remote_feature_fetch,83893.66410675,1
remote_feature_recieved,83893.710596666,1
cache_hit,83893.711566666,0
cache_miss,83893.71156875,1607
remote_feature_fetch,83893.711570125,1
remote_feature_recieved,83893.753388333,1
validation_accuracy,83893.755630791,0.24291497923219574
validation_loss,83893.755634458,1.9136343002319336
end_validation_accuracy,83893.755636791,1
start_saving_weights,83893.755638791,1
end_saving_weights,83893.755640833,1
epoch_start,83893.755644625,1
start_batch_fetch,83893.755681708,1
cache_hit,83893.818870125,0
cache_miss,83893.818873916,1177
remote_feature_fetch,83893.818875875,1
remote_feature_recieved,83893.8546075,1
cache_hit,83893.855328583,0
cache_miss,83893.855330541,1177
remote_feature_fetch,83893.855331791,1
remote_feature_recieved,83893.885994416,1
end_batch_fetch,83893.886144166,1
batch_nbr_nodes_total,83893.886149166,1177
batch_nbr_edges_total,83893.886151875,2168
batch_nbr_seed_nodes,83893.886155583,140
start_batch_processing,83893.886156875,1
batch_train_loss,83893.887962333,1.6807790994644165
end_batch_processing,83893.889680416,1
epoch_end,83893.889694958,1
start_validation_accuracy,83893.889696208,1
cache_hit,83893.989560291,0
cache_miss,83893.989562541,1544
remote_feature_fetch,83893.989564,1
remote_feature_recieved,83894.034463541,1
cache_hit,83894.035422583,0
cache_miss,83894.035425166,1544
remote_feature_fetch,83894.035426333,1
remote_feature_recieved,83894.075670041,1
cache_hit,83894.164990541,0
cache_miss,83894.164993291,1603
remote_feature_fetch,83894.16499475,1
remote_feature_recieved,83894.211744583,1
cache_hit,83894.212703541,0
cache_miss,83894.212705416,1603
remote_feature_fetch,83894.212706666,1
cpu_utilization_percentage,83894.253591458,84.6
ram_usage_mb,83894.2535935,479.875
remote_feature_recieved,83894.262505333,1
validation_accuracy,83894.26453925,0.29352226690656136
validation_loss,83894.264543041,1.8745683431625366
end_validation_accuracy,83894.264545416,1
start_saving_weights,83894.264547541,1
end_saving_weights,83894.264549666,1
epoch_start,83894.264553583,1
start_batch_fetch,83894.264592541,1
cache_hit,83894.326649708,0
cache_miss,83894.326654083,1166
remote_feature_fetch,83894.326655458,1
remote_feature_recieved,83894.361770083,1
cache_hit,83894.362493083,0
cache_miss,83894.362495541,1166
remote_feature_fetch,83894.362496875,1
remote_feature_recieved,83894.393851875,1
end_batch_fetch,83894.394003958,1
batch_nbr_nodes_total,83894.394009166,1166
batch_nbr_edges_total,83894.394012166,2131
batch_nbr_seed_nodes,83894.394016291,140
start_batch_processing,83894.394017708,1
batch_train_loss,83894.395722125,1.524980068206787
end_batch_processing,83894.397446416,1
epoch_end,83894.397470083,1
start_validation_accuracy,83894.397476416,1
cache_hit,83894.49778475,0
cache_miss,83894.497787791,1550
remote_feature_fetch,83894.497789416,1
