         344329651 function calls (343862718 primitive calls) in 1102.213 seconds

   Ordered by: cumulative time
   List reduced from 711 to 150 due to restriction <150>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     9431    2.442    0.000    7.713    0.001 adam.py:344(_single_tensor_adam)
    37740    0.473    0.000    6.387    0.000 _scatter.py:14(scatter)
    18870    0.155    0.000    6.273    0.000 message_passing.py:577(aggregate)
    18870    3.821    0.000    6.192    0.000 loop.py:585(add_remaining_self_loops)
    18870    0.126    0.000    6.063    0.000 experimental.py:114(wrapper)
     9435    3.242    0.000    6.009    0.001 {built-in method numpy.fromiter}
    18870    0.168    0.000    5.721    0.000 base.py:101(__call__)
    18870    0.045    0.000    5.258    0.000 basic.py:19(forward)
    18870    0.054    0.000    5.211    0.000 base.py:173(reduce)
    66034    4.777    0.000    4.777    0.000 {method 'tolist' of 'torch._C.TensorBase' objects}
 12836807    2.989    0.000    4.738    0.000 <frozen _collections_abc>:811(__contains__)
 12836807    3.142    0.000    4.704    0.000 data.py:577(__getitem__)
     9435    4.380    0.000    4.380    0.000 {built-in method torch.isin}
    57612    0.399    0.000    4.279    0.000 _bolt6.py:504(_process_message)
    37740    4.143    0.000    4.143    0.000 {method 'scatter_add_' of 'torch._C.TensorBase' objects}
88102/88094    0.802    0.000    3.719    0.000 {method 'read' of '_io.BufferedReader' objects}
 52183560    3.677    0.000    3.677    0.000 Neo4jFS.py:503(_update_cached_value)
 52183560    3.610    0.000    3.610    0.000 Neo4jFS.py:429(_get_cached_value)
 25947205    3.467    0.000    3.467    0.000 storage.py:117(__getitem__)
 26679369    3.461    0.000    3.461    0.000 {method 'append' of 'list' objects}
151967/114225    0.267    0.000    2.995    0.000 util.py:102(callback)
88549/88541    0.111    0.000    2.959    0.000 _common.py:681(open_binary)
 26101215    2.789    0.000    2.789    0.000 Neo4jFS.py:197(<genexpr>)
     9435    2.741    0.000    2.741    0.000 Neo4jFS.py:73(set_sampled_subgraph_context)
    18871    0.120    0.000    2.560    0.000 driver.py:561(session)
     9435    0.037    0.000    2.434    0.000 linear.py:124(forward)
    28298    0.426    0.000    2.394    0.000 profiler.py:776(__exit__)
    37742    0.116    0.000    2.312    0.000 _common.py:246(on_success)
    18871    0.084    0.000    2.155    0.000 session.py:122(_connect)
    18870    0.492    0.000    2.074    0.000 torch_geometric.nn.conv.gcn_conv_GCNConv_propagate_dgoj95q0.py:34(collect)
    18871    0.311    0.000    2.071    0.000 workspace.py:149(_connect)
   274904    0.468    0.000    2.005    0.000 Measurer.py:217(log_event)
    18871    0.129    0.000    1.993    0.000 driver.py:598(_read_session_config)
    28298    0.086    0.000    1.943    0.000 _ops.py:981(__call__)
    18871    0.047    0.000    1.936    0.000 _bolt6.py:590(handler)
     9431    0.039    0.000    1.888    0.000 _compile.py:41(inner)
     9431    0.083    0.000    1.840    0.000 eval_frame.py:829(_fn)
9993371/9993337    1.475    0.000    1.754    0.000 {built-in method builtins.isinstance}
    18871    0.090    0.000    1.695    0.000 result.py:262(on_success)
     9431    0.418    0.000    1.666    0.000 optimizer.py:931(zero_grad)
