         22420429 function calls (22410381 primitive calls) in 8.109 seconds

   Ordered by: cumulative time
   List reduced from 639 to 150 due to restriction <150>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    8.109    8.109 threading.py:1117(join)
        1    0.000    0.000    7.104    7.104 threading.py:1155(_wait_for_tstate_lock)
      8/6    0.000    0.000    7.104    1.184 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    7.103    7.103 threading.py:1018(_bootstrap)
        1    0.000    0.000    7.103    7.103 threading.py:1058(_bootstrap_inner)
        1    0.000    0.000    6.450    6.450 Training.py:215(_start_training)
       80    0.000    0.000    6.149    0.077 dataloader.py:728(__next__)
       80    0.000    0.000    6.145    0.077 dataloader.py:787(_next_data)
       70    0.000    0.000    6.144    0.088 fetch.py:47(fetch)
       70    0.000    0.000    6.144    0.088 node_loader.py:143(collate_fn)
   211599    0.116    0.000    5.360    0.000 result.py:392(__iter__)
   212839    0.049    0.000    4.767    0.000 _common.py:191(inner)
   211939    0.107    0.000    4.691    0.000 _bolt.py:849(fetch_message)
       10    0.001    0.000    4.193    0.419 evaluate.py:9(evaluate)
       70    0.003    0.000    3.547    0.051 NeighborSampler.py:156(sample_from_nodes)
   211939    0.135    0.000    3.512    0.000 _common.py:76(pop)
       70    0.041    0.001    3.412    0.049 BaseLineGS.py:58(sample_from_nodes)
   211939    0.127    0.000    2.941    0.000 _common.py:47(_buffer_one_chunk)
   423878    0.253    0.000    2.733    0.000 _common.py:334(receive_into_buffer)
       70    0.000    0.000    2.595    0.037 node_loader.py:154(filter_fn)
       70    0.001    0.000    2.592    0.037 utils.py:209(filter_custom_store)
       70    0.000    0.000    2.589    0.037 feature_store.py:344(multi_get_tensor)
       70    0.004    0.000    2.584    0.037 feature_store.py:337(_multi_get_tensor)
      140    0.058    0.000    2.581    0.018 NoCacheFeatureStore.py:34(_get_tensor)
   423878    0.128    0.000    2.392    0.000 _bolt_socket.py:460(recv_into)
       10    0.001    0.000    2.256    0.226 Training.py:150(_run_epoch)
   423878    0.133    0.000    2.237    0.000 _bolt_socket.py:389(_wait_for_read)
 1260/610    0.000    0.000    2.128    0.003 {built-in method builtins.next}
   424218    0.144    0.000    2.107    0.000 _bolt_socket.py:409(_wait_for_io)
   423878    1.745    0.000    1.745    0.000 {method 'recv_into' of '_socket.socket' objects}
        8    1.664    0.208    1.664    0.208 {built-in method time.sleep}
   211939    0.115    0.000    1.053    0.000 _bolt6.py:504(_process_message)
        8    0.000    0.000    1.005    0.126 __init__.py:1025(cpu_percent)
   211379    0.069    0.000    0.846    0.000 _common.py:241(on_records)
213159/212599    0.059    0.000    0.764    0.000 util.py:102(callback)
   211379    0.068    0.000    0.686    0.000 result.py:240(on_records)
   213619    0.120    0.000    0.664    0.000 _common.py:185(__getattr__)
        1    0.000    0.000    0.654    0.654 threading.py:1001(run)
        1    0.000    0.000    0.654    0.654 CPU_utilization_logger.py:15(monitor)
   211379    0.053    0.000    0.618    0.000 {method 'extend' of 'collections.deque' objects}
   422758    0.140    0.000    0.564    0.000 result.py:250(<genexpr>)
   417758    0.148    0.000    0.500    0.000 _data.py:124(__getitem__)
   212839    0.056    0.000    0.497    0.000 inspect.py:427(iscoroutinefunction)
   211379    0.198    0.000    0.371    0.000 _data.py:59(__new__)
   211939    0.064    0.000    0.287    0.000 __init__.py:456(unpack_structure_header)
   212839    0.124    0.000    0.250    0.000 inspect.py:391(_has_code_flag)
      220    0.001    0.000    0.214    0.001 session.py:254(run)
      220    0.001    0.000    0.205    0.001 result.py:180(_run)
   417758    0.119    0.000    0.200    0.000 _data.py:158(index)
   212839    0.090    0.000    0.191    0.000 inspect.py:412(_has_coroutine_mark)
      220    0.000    0.000    0.177    0.001 result.py:434(_attach)
3427657/3427437    0.166    0.000    0.167    0.000 {built-in method builtins.isinstance}
   424218    0.165    0.000    0.165    0.000 {method 'settimeout' of '_socket.socket' objects}
   211939    0.066    0.000    0.165    0.000 __init__.py:463(_unpack_structure_header)
        7    0.002    0.000    0.160    0.023 __init__.py:951(children)
       10    0.001    0.000    0.128    0.013 BaseLineGS.py:24(get_split)
   417758    0.107    0.000    0.127    0.000 _data.py:74(_super_getitem_single)
   851356    0.085    0.000    0.123    0.000 inspect.py:306(ismethod)
       50    0.001    0.000    0.111    0.002 Training.py:138(_run_batch)
   211939    0.033    0.000    0.100    0.000 __init__.py:289(unpack)
   632217    0.073    0.000    0.090    0.000 _conf.py:33(iter_items)
   211939    0.035    0.000    0.078    0.000 __init__.py:281(read)
  630/140    0.001    0.000    0.074    0.001 module.py:1747(_wrapped_call_impl)
  630/140    0.001    0.000    0.074    0.001 module.py:1755(_call_impl)
12690/6345    0.002    0.000    0.070    0.000 _psosx.py:343(wrapper)
