         22427617 function calls (22417377 primitive calls) in 8.113 seconds

   Ordered by: cumulative time
   List reduced from 639 to 150 due to restriction <150>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    8.114    8.114 threading.py:1117(join)
        1    0.000    0.000    7.108    7.108 threading.py:1155(_wait_for_tstate_lock)
      8/6    0.000    0.000    7.108    1.185 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    7.108    7.108 threading.py:1018(_bootstrap)
        1    0.000    0.000    7.108    7.108 threading.py:1058(_bootstrap_inner)
        1    0.000    0.000    6.630    6.630 Training.py:215(_start_training)
       80    0.000    0.000    6.323    0.079 dataloader.py:728(__next__)
       80    0.000    0.000    6.319    0.079 dataloader.py:787(_next_data)
       70    0.000    0.000    6.318    0.090 fetch.py:47(fetch)
       70    0.000    0.000    6.317    0.090 node_loader.py:143(collate_fn)
   211653    0.116    0.000    5.490    0.000 result.py:392(__iter__)
   212893    0.048    0.000    4.922    0.000 _common.py:191(inner)
   211993    0.110    0.000    4.844    0.000 _bolt.py:849(fetch_message)
       10    0.001    0.000    4.255    0.425 evaluate.py:9(evaluate)
   211993    0.137    0.000    3.654    0.000 _common.py:76(pop)
       70    0.003    0.000    3.599    0.051 NeighborSampler.py:145(sample_from_nodes)
       70    0.042    0.001    3.595    0.051 BaseLineGS.py:58(sample_from_nodes)
   211993    0.128    0.000    3.068    0.000 _common.py:47(_buffer_one_chunk)
   423986    0.253    0.000    2.866    0.000 _common.py:334(receive_into_buffer)
       70    0.000    0.000    2.717    0.039 node_loader.py:154(filter_fn)
       70    0.001    0.000    2.714    0.039 utils.py:209(filter_custom_store)
       70    0.000    0.000    2.710    0.039 feature_store.py:344(multi_get_tensor)
       70    0.004    0.000    2.706    0.039 feature_store.py:337(_multi_get_tensor)
      140    0.059    0.000    2.702    0.019 NoCacheFeatureStore.py:34(_get_tensor)
   423986    0.125    0.000    2.518    0.000 _bolt_socket.py:460(recv_into)
       10    0.001    0.000    2.374    0.237 Training.py:150(_run_epoch)
   423986    0.135    0.000    2.366    0.000 _bolt_socket.py:389(_wait_for_read)
 1260/610    0.000    0.000    2.240    0.004 {built-in method builtins.next}
   424326    0.145    0.000    2.235    0.000 _bolt_socket.py:409(_wait_for_io)
   423986    1.869    0.000    1.875    0.000 {method 'recv_into' of '_socket.socket' objects}
        8    1.483    0.185    1.483    0.185 {built-in method time.sleep}
   211993    0.115    0.000    1.061    0.000 _bolt6.py:504(_process_message)
        8    0.000    0.000    1.005    0.126 __init__.py:1025(cpu_percent)
   211433    0.067    0.000    0.854    0.000 _common.py:241(on_records)
