Event,Time,Value
program_start,148631.575016125,1
sampling_backend,148631.576402458,pyg-lib
nbr_training_datapoints,148631.576729958,140
epoch_start,148633.103203541,1
cpu_utilization_percentage,148633.118447333,100.4
ram_usage_mb,148633.118452125,592.296875
start_batch_fetch,148633.1184895,1
end_batch_fetch,148633.119128791,1
batch_nbr_nodes_total,148633.119137875,295
batch_nbr_edges_total,148633.119141916,469
batch_nbr_seed_nodes,148633.119147,30
start_batch_processing,148633.119148833,1
batch_train_loss,148633.120080625,1.9698233604431152
end_batch_processing,148633.120940708,1
start_batch_fetch,148633.120943875,1
end_batch_fetch,148633.121405291,1
batch_nbr_nodes_total,148633.121411041,393
batch_nbr_edges_total,148633.121415083,612
batch_nbr_seed_nodes,148633.121419916,30
start_batch_processing,148633.121421916,1
batch_train_loss,148633.122234416,1.9481375217437744
end_batch_processing,148633.123450375,1
start_batch_fetch,148633.123458708,1
end_batch_fetch,148633.123919916,1
batch_nbr_nodes_total,148633.123926541,356
batch_nbr_edges_total,148633.123930333,579
batch_nbr_seed_nodes,148633.12393625,30
start_batch_processing,148633.123938208,1
batch_train_loss,148633.124812041,1.9243148565292358
end_batch_processing,148633.125449958,1
start_batch_fetch,148633.125452208,1
end_batch_fetch,148633.125825791,1
batch_nbr_nodes_total,148633.125834708,377
batch_nbr_edges_total,148633.125838208,622
batch_nbr_seed_nodes,148633.125842791,30
start_batch_processing,148633.125844416,1
batch_train_loss,148633.126691833,1.9449007511138916
end_batch_processing,148633.127414666,1
epoch_end,148633.127426208,1
start_validation_accuracy,148633.127427833,1
validation_accuracy,148633.133945541,0.15800000525644567
validation_loss,148633.133950541,1.9436302185058594
end_validation_accuracy,148633.133953,1
start_saving_weights,148633.133955333,1
end_saving_weights,148633.133958,1
epoch_start,148633.133962,1
start_batch_fetch,148633.133997708,1
end_batch_fetch,148633.134524166,1
batch_nbr_nodes_total,148633.134534583,296
batch_nbr_edges_total,148633.134538375,469
batch_nbr_seed_nodes,148633.134546791,30
start_batch_processing,148633.134548583,1
batch_train_loss,148633.135307666,1.9432258605957031
end_batch_processing,148633.135936333,1
start_batch_fetch,148633.135939125,1
end_batch_fetch,148633.1362795,1
batch_nbr_nodes_total,148633.136284541,401
batch_nbr_edges_total,148633.136287916,608
batch_nbr_seed_nodes,148633.136292375,30
start_batch_processing,148633.136293958,1
batch_train_loss,148633.136939458,1.923869013786316
end_batch_processing,148633.137522291,1
start_batch_fetch,148633.137525333,1
end_batch_fetch,148633.137866791,1
batch_nbr_nodes_total,148633.137872291,345
batch_nbr_edges_total,148633.137875541,572
batch_nbr_seed_nodes,148633.137880458,30
start_batch_processing,148633.137882,1
batch_train_loss,148633.138678125,1.9000968933105469
end_batch_processing,148633.139582916,1
start_batch_fetch,148633.13959125,1
end_batch_fetch,148633.140137541,1
batch_nbr_nodes_total,148633.140142958,365
batch_nbr_edges_total,148633.140151041,621
batch_nbr_seed_nodes,148633.140155666,30
start_batch_processing,148633.140157291,1
batch_train_loss,148633.140902583,1.9306522607803345
end_batch_processing,148633.141513083,1
epoch_end,148633.141525041,1
start_validation_accuracy,148633.141526458,1
validation_accuracy,148633.147420916,0.1860000057886431
validation_loss,148633.147425666,1.9355766773223877
end_validation_accuracy,148633.14742775,1
start_saving_weights,148633.147429916,1
end_saving_weights,148633.147432,1
epoch_start,148633.147435416,1
start_batch_fetch,148633.147468166,1
end_batch_fetch,148633.147934875,1
batch_nbr_nodes_total,148633.147942083,296
batch_nbr_edges_total,148633.147945833,469
batch_nbr_seed_nodes,148633.147953791,30
start_batch_processing,148633.147955291,1
batch_train_loss,148633.148750291,1.9174808263778687
end_batch_processing,148633.149376125,1
start_batch_fetch,148633.149378958,1
end_batch_fetch,148633.149754416,1
batch_nbr_nodes_total,148633.149758291,394
batch_nbr_edges_total,148633.149761041,613
batch_nbr_seed_nodes,148633.149764958,30
start_batch_processing,148633.149766458,1
batch_train_loss,148633.150376666,1.902243733406067
end_batch_processing,148633.1509715,1
start_batch_fetch,148633.150973708,1
end_batch_fetch,148633.151254416,1
batch_nbr_nodes_total,148633.151258708,353
batch_nbr_edges_total,148633.151261416,579
batch_nbr_seed_nodes,148633.151265125,30
start_batch_processing,148633.151266541,1
batch_train_loss,148633.151799583,1.8704454898834229
end_batch_processing,148633.152295333,1
start_batch_fetch,148633.15229725,1
end_batch_fetch,148633.152622958,1
batch_nbr_nodes_total,148633.152628708,367
batch_nbr_edges_total,148633.152631916,615
batch_nbr_seed_nodes,148633.1526365,30
start_batch_processing,148633.152638041,1
batch_train_loss,148633.153281166,1.9121876955032349
end_batch_processing,148633.1541595,1
epoch_end,148633.154173916,1
start_validation_accuracy,148633.154175166,1
validation_accuracy,148633.159443541,0.20600000652102907
validation_loss,148633.159447416,1.9250924587249756
end_validation_accuracy,148633.159449291,1
start_saving_weights,148633.159451041,1
end_saving_weights,148633.159452875,1
epoch_start,148633.15945625,1
start_batch_fetch,148633.159492,1
end_batch_fetch,148633.159811916,1
batch_nbr_nodes_total,148633.159817333,289
batch_nbr_edges_total,148633.159820833,469
batch_nbr_seed_nodes,148633.159825625,30
start_batch_processing,148633.15982725,1
batch_train_loss,148633.160436916,1.8981789350509644
end_batch_processing,148633.161132291,1
start_batch_fetch,148633.161136333,1
end_batch_fetch,148633.161525583,1
batch_nbr_nodes_total,148633.161530916,390
batch_nbr_edges_total,148633.16153375,609
batch_nbr_seed_nodes,148633.161537416,30
start_batch_processing,148633.161538875,1
batch_train_loss,148633.162228458,1.8806557655334473
end_batch_processing,148633.163095625,1
start_batch_fetch,148633.163106875,1
end_batch_fetch,148633.163599291,1
batch_nbr_nodes_total,148633.163610333,338
batch_nbr_edges_total,148633.163613,579
batch_nbr_seed_nodes,148633.163616541,30
start_batch_processing,148633.163617875,1
batch_train_loss,148633.164396125,1.830884337425232
end_batch_processing,148633.165122458,1
start_batch_fetch,148633.165124291,1
end_batch_fetch,148633.165528083,1
batch_nbr_nodes_total,148633.165534166,378
batch_nbr_edges_total,148633.165537,625
batch_nbr_seed_nodes,148633.1655405,30
start_batch_processing,148633.165544791,1
batch_train_loss,148633.16629275,1.898823618888855
end_batch_processing,148633.16678325,1
epoch_end,148633.16678975,1
start_validation_accuracy,148633.166790916,1
validation_accuracy,148633.171577125,0.2400000074107322
