         26064155 function calls (25984941 primitive calls) in 432.544 seconds

   Ordered by: cumulative time
   List reduced from 728 to 150 due to restriction <150>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
 5420/411   39.761    0.007  577.101    1.404 {method 'acquire' of '_thread.lock' objects}
        3    0.000    0.000  434.145  144.715 threading.py:1117(join)
        3    0.000    0.000  434.095  144.698 threading.py:1155(_wait_for_tstate_lock)
      3/1    0.000    0.000  432.508  432.508 threading.py:1018(_bootstrap)
      3/1    0.000    0.000  432.508  432.508 threading.py:1058(_bootstrap_inner)
      3/1    0.000    0.000  432.508  432.508 threading.py:1001(run)
 1353/103    0.365    0.000  431.978    4.194 threading.py:637(wait)
     1348    0.028    0.000  379.842    0.282 dataloader.py:728(__next__)
     1348    0.009    0.000  379.628    0.282 dataloader.py:787(_next_data)
     1346    0.022    0.000  379.586    0.282 fetch.py:47(fetch)
     1346    0.041    0.000  379.406    0.282 node_loader.py:143(collate_fn)
     1346    0.028    0.000  368.872    0.274 node_loader.py:154(filter_fn)
     1346    0.037    0.000  363.025    0.270 utils.py:209(filter_custom_store)
     1346    0.375    0.000  350.817    0.261 feature_store.py:344(multi_get_tensor)
     1346   21.766    0.016  350.281    0.260 Neo4jFS.py:136(_multi_get_tensor)
     1346   17.418    0.013  333.693    0.248 Neo4jPreAggFeatureStore.py:112(_get_both_from_db)
    29958    0.041    0.000  333.244    0.011 _common.py:191(inner)
    21876    0.060    0.000  330.486    0.015 _bolt.py:849(fetch_message)
    21876    0.063    0.000  329.450    0.015 _common.py:76(pop)
    19182    0.040    0.000  326.456    0.017 result.py:392(__iter__)
     1346    0.759    0.001  324.982    0.241 Neo4jPreAggFeatureStore.py:215(_fetch_sampled_gcnnorm_bundle)
    21876    0.338    0.000  312.259    0.014 _common.py:47(_buffer_one_chunk)
   501107    0.784    0.000  312.072    0.001 _common.py:334(receive_into_buffer)
   501356    0.312    0.000  310.666    0.001 _bolt_socket.py:460(recv_into)
