Event,Time,Value
program_start,148479.972861083,1
nbr_training_datapoints,148479.981216083,140
epoch_start,148481.49400675,1
start_batch_fetch,148481.494337458,1
cpu_utilization_percentage,148481.519399583,98.5
ram_usage_mb,148481.519408375,543.5
end_batch_fetch,148481.554137666,1
batch_nbr_nodes_total,148481.55414975,336
batch_nbr_edges_total,148481.554154666,513
batch_nbr_seed_nodes,148481.554160833,30
start_batch_processing,148481.554163041,1
batch_train_loss,148481.555247333,1.9531381130218506
end_batch_processing,148481.55613425,1
start_batch_fetch,148481.556137875,1
end_batch_fetch,148481.596946333,1
batch_nbr_nodes_total,148481.59695575,383
batch_nbr_edges_total,148481.596959666,623
batch_nbr_seed_nodes,148481.596964625,30
start_batch_processing,148481.59696625,1
batch_train_loss,148481.597886833,1.9375789165496826
end_batch_processing,148481.598610375,1
start_batch_fetch,148481.598613208,1
end_batch_fetch,148481.630584291,1
batch_nbr_nodes_total,148481.630591208,305
batch_nbr_edges_total,148481.630594916,511
batch_nbr_seed_nodes,148481.630599208,30
start_batch_processing,148481.630600958,1
batch_train_loss,148481.631321333,1.9412353038787842
end_batch_processing,148481.631939208,1
start_batch_fetch,148481.631941791,1
end_batch_fetch,148481.668242291,1
batch_nbr_nodes_total,148481.668249083,395
batch_nbr_edges_total,148481.668252541,614
batch_nbr_seed_nodes,148481.668257125,30
start_batch_processing,148481.668258583,1
batch_train_loss,148481.669037833,1.9576772451400757
end_batch_processing,148481.669641583,1
epoch_end,148481.669650208,1
start_validation_accuracy,148481.669651791,1
validation_accuracy,148482.016482041,0.1560000048713667
validation_loss,148482.016486583,1.9479224681854248
end_validation_accuracy,148482.016488541,1
start_saving_weights,148482.0164905,1
end_saving_weights,148482.016492666,1
epoch_start,148482.016496125,1
start_batch_fetch,148482.016531666,1
end_batch_fetch,148482.043756333,1
batch_nbr_nodes_total,148482.043763333,332
batch_nbr_edges_total,148482.043766416,513
batch_nbr_seed_nodes,148482.043770416,30
start_batch_processing,148482.043771833,1
batch_train_loss,148482.0444985,1.9282523393630981
end_batch_processing,148482.045172833,1
start_batch_fetch,148482.045176458,1
end_batch_fetch,148482.076196416,1
batch_nbr_nodes_total,148482.076203916,380
batch_nbr_edges_total,148482.076207041,624
batch_nbr_seed_nodes,148482.076211166,30
start_batch_processing,148482.076212458,1
batch_train_loss,148482.076995875,1.9096089601516724
end_batch_processing,148482.077606625,1
start_batch_fetch,148482.077609041,1
end_batch_fetch,148482.103839583,1
batch_nbr_nodes_total,148482.103847666,307
batch_nbr_edges_total,148482.103851291,511
batch_nbr_seed_nodes,148482.103855416,30
start_batch_processing,148482.103856875,1
batch_train_loss,148482.104644291,1.9202181100845337
end_batch_processing,148482.105248833,1
start_batch_fetch,148482.105252291,1
end_batch_fetch,148482.138585333,1
batch_nbr_nodes_total,148482.138596125,385
batch_nbr_edges_total,148482.138599416,613
batch_nbr_seed_nodes,148482.138604291,30
start_batch_processing,148482.138605791,1
batch_train_loss,148482.139481041,1.9363129138946533
end_batch_processing,148482.140208708,1
epoch_end,148482.140219833,1
start_validation_accuracy,148482.1402215,1
validation_accuracy,148482.465174083,0.1800000055761794
validation_loss,148482.465179541,1.939340353012085
end_validation_accuracy,148482.465182166,1
start_saving_weights,148482.465184666,1
end_saving_weights,148482.4651875,1
epoch_start,148482.465191833,1
start_batch_fetch,148482.46522825,1
end_batch_fetch,148482.49506875,1
batch_nbr_nodes_total,148482.495077083,330
batch_nbr_edges_total,148482.495080708,513
batch_nbr_seed_nodes,148482.495084958,30
start_batch_processing,148482.495086458,1
batch_train_loss,148482.495908708,1.9087365865707397
end_batch_processing,148482.496932041,1
start_batch_fetch,148482.496935583,1
cpu_utilization_percentage,148482.535786291,56.5
ram_usage_mb,148482.535790708,547.765625
