Event,Time,Value
program_start,148283.078290958,1
nbr_training_datapoints,148283.084897458,140
epoch_start,148284.610075208,1
start_batch_fetch,148284.622852875,1
cpu_utilization_percentage,148284.626753833,99.3
ram_usage_mb,148284.626760375,569.078125
end_batch_fetch,148284.680859541,1
batch_nbr_nodes_total,148284.680872125,356
batch_nbr_edges_total,148284.680877083,547
batch_nbr_seed_nodes,148284.6808835,30
start_batch_processing,148284.680885458,1
batch_train_loss,148284.682050541,1.9418768882751465
end_batch_processing,148284.682997333,1
start_batch_fetch,148284.683001083,1
end_batch_fetch,148284.719724375,1
batch_nbr_nodes_total,148284.719735791,338
batch_nbr_edges_total,148284.719740916,570
batch_nbr_seed_nodes,148284.719747291,30
start_batch_processing,148284.719749,1
batch_train_loss,148284.720764458,1.9446803331375122
end_batch_processing,148284.721650541,1
start_batch_fetch,148284.721653916,1
end_batch_fetch,148284.756474875,1
batch_nbr_nodes_total,148284.756485208,339
batch_nbr_edges_total,148284.756489333,565
batch_nbr_seed_nodes,148284.756494041,30
start_batch_processing,148284.756495666,1
batch_train_loss,148284.7573845,1.9452279806137085
end_batch_processing,148284.7581185,1
start_batch_fetch,148284.75812275,1
end_batch_fetch,148284.793257083,1
batch_nbr_nodes_total,148284.793268166,365
batch_nbr_edges_total,148284.793271916,545
batch_nbr_seed_nodes,148284.793277208,30
start_batch_processing,148284.793278708,1
batch_train_loss,148284.794353583,1.9326199293136597
end_batch_processing,148284.795087625,1
epoch_end,148284.795100958,1
start_validation_accuracy,148284.795102958,1
validation_accuracy,148285.130432166,0.1500000049489871
validation_loss,148285.130437208,1.947603702545166
end_validation_accuracy,148285.130439333,1
start_saving_weights,148285.130441166,1
end_saving_weights,148285.130443416,1
epoch_start,148285.130446833,1
start_batch_fetch,148285.130481791,1
end_batch_fetch,148285.160150333,1
batch_nbr_nodes_total,148285.160158333,354
batch_nbr_edges_total,148285.160161708,537
batch_nbr_seed_nodes,148285.160166166,30
start_batch_processing,148285.16016775,1
batch_train_loss,148285.160897458,1.9121633768081665
end_batch_processing,148285.161494583,1
start_batch_fetch,148285.161497,1
end_batch_fetch,148285.1926835,1
batch_nbr_nodes_total,148285.192689375,338
batch_nbr_edges_total,148285.192692208,568
batch_nbr_seed_nodes,148285.192696208,30
start_batch_processing,148285.192697458,1
batch_train_loss,148285.193347541,1.923013687133789
end_batch_processing,148285.193971916,1
start_batch_fetch,148285.193975375,1
end_batch_fetch,148285.224047833,1
batch_nbr_nodes_total,148285.224055291,330
batch_nbr_edges_total,148285.224059541,551
batch_nbr_seed_nodes,148285.22406475,30
start_batch_processing,148285.224066583,1
batch_train_loss,148285.224766958,1.9247359037399292
end_batch_processing,148285.225404791,1
start_batch_fetch,148285.225414958,1
end_batch_fetch,148285.2569965,1
batch_nbr_nodes_total,148285.257002291,372
batch_nbr_edges_total,148285.257005791,545
batch_nbr_seed_nodes,148285.257009916,30
start_batch_processing,148285.257011416,1
batch_train_loss,148285.257692916,1.9152722358703613
end_batch_processing,148285.258240416,1
epoch_end,148285.258248958,1
start_validation_accuracy,148285.258250541,1
validation_accuracy,148285.601844,0.1660000053463412
validation_loss,148285.601849375,1.9401452541351318
end_validation_accuracy,148285.601851958,1
start_saving_weights,148285.601854208,1
end_saving_weights,148285.601856791,1
epoch_start,148285.601860458,1
start_batch_fetch,148285.601896916,1
end_batch_fetch,148285.631275416,1
batch_nbr_nodes_total,148285.631283791,363
batch_nbr_edges_total,148285.631286708,540
batch_nbr_seed_nodes,148285.631290958,30
start_batch_processing,148285.631292291,1
cpu_utilization_percentage,148285.643246041,55.7
ram_usage_mb,148285.643249791,569.078125
batch_train_loss,148285.643530125,1.8931121826171875
end_batch_processing,148285.644140416,1
start_batch_fetch,148285.644143333,1
end_batch_fetch,148285.671855708,1
batch_nbr_nodes_total,148285.671863375,335
batch_nbr_edges_total,148285.671866375,562
batch_nbr_seed_nodes,148285.671871291,30
start_batch_processing,148285.671872625,1
batch_train_loss,148285.672575208,1.9010443687438965
end_batch_processing,148285.673134083,1
start_batch_fetch,148285.673136458,1
end_batch_fetch,148285.699137166,1
batch_nbr_nodes_total,148285.699145416,329
batch_nbr_edges_total,148285.699149083,560
batch_nbr_seed_nodes,148285.699153625,30
start_batch_processing,148285.699155625,1
batch_train_loss,148285.699920625,1.903472661972046
end_batch_processing,148285.700559375,1
start_batch_fetch,148285.700562125,1
end_batch_fetch,148285.728373875,1
batch_nbr_nodes_total,148285.728382541,363
batch_nbr_edges_total,148285.728386,545
batch_nbr_seed_nodes,148285.728390375,30
start_batch_processing,148285.728391791,1
batch_train_loss,148285.729175291,1.8989739418029785
end_batch_processing,148285.729797166,1
epoch_end,148285.729806708,1
start_validation_accuracy,148285.729808291,1
validation_accuracy,148286.062538208,0.1820000056711743
validation_loss,148286.062542583,1.9320369958877563
end_validation_accuracy,148286.062544541,1
start_saving_weights,148286.062546333,1
end_saving_weights,148286.062548333,1
epoch_start,148286.062551666,1
start_batch_fetch,148286.062587916,1
end_batch_fetch,148286.0911485,1
batch_nbr_nodes_total,148286.09115725,347
batch_nbr_edges_total,148286.091161125,537
batch_nbr_seed_nodes,148286.091165833,30
start_batch_processing,148286.091167458,1
batch_train_loss,148286.091931208,1.8732624053955078
end_batch_processing,148286.092646958,1
start_batch_fetch,148286.092650625,1
end_batch_fetch,148286.122281916,1
batch_nbr_nodes_total,148286.122293458,337
batch_nbr_edges_total,148286.122297333,571
batch_nbr_seed_nodes,148286.122302041,30
start_batch_processing,148286.122303708,1
batch_train_loss,148286.123190583,1.8765594959259033
end_batch_processing,148286.123863416,1
start_batch_fetch,148286.123866666,1
end_batch_fetch,148286.152127416,1
batch_nbr_nodes_total,148286.152136458,331
batch_nbr_edges_total,148286.152139666,556
batch_nbr_seed_nodes,148286.152144208,30
start_batch_processing,148286.152146041,1
batch_train_loss,148286.152884041,1.8824424743652344
end_batch_processing,148286.153514458,1
start_batch_fetch,148286.153517833,1
end_batch_fetch,148286.184609166,1
batch_nbr_nodes_total,148286.184617,371
batch_nbr_edges_total,148286.184620291,545
batch_nbr_seed_nodes,148286.184624083,30
start_batch_processing,148286.184625375,1
batch_train_loss,148286.185335458,1.8720799684524536
end_batch_processing,148286.185929666,1
epoch_end,148286.185938458,1
start_validation_accuracy,148286.185939958,1
validation_accuracy,148286.53012425,0.21200000651592968
validation_loss,148286.530130208,1.920364260673523
end_validation_accuracy,148286.530132791,1
start_saving_weights,148286.530135208,1
end_saving_weights,148286.530137583,1
epoch_start,148286.530141958,1
