         827914 function calls (805437 primitive calls) in 3.051 seconds

   Ordered by: cumulative time
   List reduced from 492 to 150 due to restriction <150>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    3.129    1.043 threading.py:1117(join)
        3    0.000    0.000    3.090    1.030 threading.py:1155(_wait_for_tstate_lock)
  220/111    0.002    0.000    3.014    0.027 {method 'acquire' of '_thread.lock' objects}
      3/1    0.000    0.000    3.014    3.014 threading.py:1018(_bootstrap)
      3/1    0.000    0.000    3.013    3.013 threading.py:1058(_bootstrap_inner)
      3/1    0.000    0.000    3.013    3.013 threading.py:1001(run)
        1    0.000    0.000    3.013    3.013 CPU_utilization_logger.py:88(monitor)
        1    0.009    0.009    3.013    3.013 Training.py:354(_start_training)
       90    0.117    0.001    2.061    0.023 Training.py:262(_run_epoch)
      360    0.029    0.000    1.450    0.004 Training.py:250(_run_batch)
4860/1080    0.019    0.000    1.068    0.001 module.py:1747(_wrapped_call_impl)
4860/1080    0.027    0.000    1.063    0.001 module.py:1755(_call_impl)
      540    0.007    0.000    1.019    0.002 GCN.py:17(forward)
       90    0.003    0.000    0.939    0.010 Training.py:166(_evaluate_split)
       90    0.034    0.000    0.936    0.010 evaluate.py:36(evaluate)
     1080    0.047    0.000    0.932    0.001 gcn_conv.py:227(forward)
      630    0.009    0.000    0.597    0.001 dataloader.py:728(__next__)
      630    0.003    0.000    0.527    0.001 dataloader.py:787(_next_data)
      540    0.009    0.000    0.501    0.001 fetch.py:47(fetch)
      540    0.006    0.000    0.490    0.001 node_loader.py:143(collate_fn)
     1080    0.109    0.000    0.391    0.000 gcn_conv.py:45(gcn_norm)
     1080    0.034    0.000    0.361    0.000 torch_geometric.nn.conv.gcn_conv_GCNConv_propagate_8r4sot8c.py:116(propagate)
1900/1540    0.002    0.000    0.351    0.000 {built-in method builtins.next}
      360    0.012    0.000    0.343    0.001 optimizer.py:465(wrapper)
      540    0.026    0.000    0.315    0.001 node_loader.py:154(filter_fn)
      360    0.003    0.000    0.287    0.001 _tensor.py:592(backward)
      360    0.008    0.000    0.283    0.001 optimizer.py:60(_use_grad)
      360    0.008    0.000    0.281    0.001 __init__.py:243(backward)
      360    0.006    0.000    0.269    0.001 adam.py:212(step)
      360    0.004    0.000    0.253    0.001 graph.py:815(_engine_run_backward)
      360    0.248    0.001    0.248    0.001 {method 'run_backward' of 'torch._C._EngineBase' objects}
      540    0.003    0.000    0.245    0.000 utils.py:159(filter_data)
      360    0.002    0.000    0.234    0.001 optimizer.py:130(maybe_fallback)
      360    0.005    0.000    0.230    0.001 adam.py:865(adam)
      360    0.079    0.000    0.209    0.001 adam.py:344(_single_tensor_adam)
     1080    0.103    0.000    0.191    0.000 loop.py:585(add_remaining_self_loops)
      540    0.017    0.000    0.189    0.000 utils.py:85(filter_node_store_)
     1080    0.006    0.000    0.183    0.000 message_passing.py:577(aggregate)
     2160    0.020    0.000    0.181    0.000 _scatter.py:14(scatter)
     1080    0.005    0.000    0.176    0.000 experimental.py:114(wrapper)
